city,country,latitude,longitude,population
"Balingasag","Philippines",8.7500,124.7833,67059
"Baliuag","Philippines",14.9500,120.9000,149954
"Balkanabat","Turkmenistan",39.5119,54.3650,89785
"Balkh","Afghanistan",36.7581,66.8989,77000
"Ballarat","Australia",-37.5500,143.8500,105471
"Balneário de Camboriú","Brazil",-26.9908,-48.6350,124557
"Balqash","Kazakhstan",46.8500,75.0000,78002
"Balsas","Brazil",-7.5325,-46.0356,68056
"Baltimore","United States",39.3051,-76.6144,2106068
"Balıkesir","Turkey",39.6511,27.8842,331788
"Bam","Iran",29.1083,58.3583,127396
"Bama","Nigeria",11.5204,13.6900,118121
"Bamako","Mali",12.6458,-7.9922,2009109
"Bamban","Philippines",15.6500,120.2500,69466
"Bambang","Philippines",16.3825,121.1100,53433
"Bamberg","Germany",49.8917,10.8917,77592
"Bamei","China",24.2634,105.0809,64188
"Bamenda","Cameroon",5.9333,10.1667,269530
"Bamiantong","China",44.9164,130.5212,330000
"Ban Bang Kaeo","Thailand",13.6371,100.6636,59478
"Ban Bang Pu Mai","Thailand",13.5441,100.6175,120058
"Ban Mangkon","Thailand",13.6138,100.6104,102291
"Ban Rangsit","Thailand",14.0167,100.7500,58838
"Ban Suan","Thailand",13.3616,100.9795,66092
"Ban Talat Rangsit","Thailand",13.9870,100.6095,79319
"Banda Aceh","Indonesia",5.5500,95.3175,235305
"Bandar Lampung","Indonesia",-5.4294,105.2625,1166761
"Bandar Seri Begawan","Brunei",4.9167,114.9167,50000
"Bandar ‘Abbās","Iran",27.2000,56.2500,435751
"Bandar-e Anzalī","Iran",37.4667,49.4667,110643
"Bandar-e Būshehr","Iran",28.9667,50.8333,195222
"Bandar-e Genāveh","Iran",29.5833,50.5167,64110
"Bandar-e Māhshahr","Iran",30.5589,49.1981,162797
"Bandundu","Congo (Kinshasa)",-3.3100,17.3800,118211
"Bandung","Indonesia",-6.9500,107.5667,2394873
"Bandırma","Turkey",40.3542,27.9725,154359
"Bandō","Japan",36.0483,139.8889,51511
"Banfield","Argentina",-34.7500,-58.3833,223898
"Banfora","Burkina Faso",10.6308,-4.7589,60288
"Bang Bua Thong","Thailand",13.9099,100.4263,50141
"Banga","Philippines",6.3000,124.7833,83989
"Bangalore","India",12.9699,77.5980,13707000
"Bangaon","India",23.0700,88.8200,108864
"Bangkok","Thailand",13.7500,100.5167,17066000
"Bangor","United Kingdom",54.6600,-5.6700,61011
"Bangor","United States",44.8322,-68.7906,59772
"Bangui","Central African Republic",4.3732,18.5628,889231
"Banhā","Egypt",30.4628,31.1797,157701
"Bani","Philippines",16.1869,119.8592,50306
"Banja Luka","Bosnia And Herzegovina",44.7667,17.1833,199191
"Banjar","Indonesia",-7.3667,108.5333,182819
"Banjarbaru","Indonesia",-3.4667,114.7500,216600
"Banjarmasin","Indonesia",-3.3333,114.5833,692793
"Bannu","Pakistan",32.9889,70.6056,62191
"Bansalan","Philippines",6.7833,125.2167,60440
"Banská Bystrica","Slovakia",48.7353,19.1453,78327
"Bantayan","Philippines",11.2000,123.7333,79084
"Banyuwangi","Indonesia",-8.1950,114.3696,172424
"Baní","Dominican Republic",18.2900,-70.3300,145595
"Banī Mazār","Egypt",28.5000,30.8000,79553
"Banī Suwayf","Egypt",29.0667,31.0833,193048
"Banī Walīd","Libya",31.7455,13.9835,50824
"Baoding","China",38.8671,115.4845,11860000
"Baojishi","China",34.3609,107.1751,3738700
"Baoshan","China",25.1211,99.1690,2506491
"Baotou","China",40.6562,109.8345,2700000
"Baracoa","Cuba",20.3444,-74.4956,79797
"Barahona","Dominican Republic",18.2079,-71.0996,138159
"Baranavichy","Belarus",53.1167,25.9833,174183
"Baranoa","Colombia",10.7956,-74.9194,50261
"Baras","Philippines",14.5167,121.2667,69300
"Barbacena","Brazil",-21.2258,-43.7739,138204
"Barbosa","Colombia",6.4375,-75.3306,53167
"Barcarena Nova","Brazil",-1.5058,-48.6258,127027
"Barcelona","Spain",41.3825,2.1769,4588000
"Barcelona","Venezuela",10.1333,-64.6833,448016
"Barddhamān","India",23.2500,87.8500,314265
"Bareilly","India",28.3640,79.4150,1000000
"Bari","Italy",41.1253,16.8667,323370
"Barili","Philippines",10.1167,123.5333,73862
"Barinas","Venezuela",8.6150,-70.1985,284289
"Barishal","Bangladesh",22.7000,90.3667,328278
"Barking","United Kingdom",51.5400,0.0800,59068
"Barletta","Italy",41.3167,16.2833,94477
"Barnaul","Russia",53.3567,83.7872,633301
"Barneveld","Netherlands",52.1333,5.5833,57971
"Barnsley","United Kingdom",53.5537,-1.4791,91297
"Barnstable","United States",41.6722,-70.3599,242847
"Barotac Nuevo","Philippines",10.9000,122.7000,54146
"Barquisimeto","Venezuela",10.0678,-69.3467,1059092
"Barra","Brazil",-11.0889,-43.1419,54188
"Barra Mansa","Brazil",-22.5439,-44.1708,179915
"Barra do Garças","Brazil",-15.8900,-52.2569,61135
"Barra do Piraí","Brazil",-22.4700,-43.8258,96865
"Barranca","Peru",-10.7539,-77.7610,144381
"Barrancabermeja","Colombia",7.0675,-73.8472,210729
"Barranquilla","Colombia",10.9639,-74.7964,1274250
"Barrechid","Morocco",33.2700,-7.5872,136634
"Barreiras","Brazil",-12.1528,-44.9900,153918
"Barreirinhas","Brazil",-2.7469,-42.8258,54930
"Barretos","Brazil",-20.5569,-48.5678,119243
"Barri","United Kingdom",51.4050,-3.2700,51502
"Barrie","Canada",44.3711,-79.6769,172657
"Barrow in Furness","United Kingdom",54.1108,-3.2261,56745
"Bartlett","United States",35.2337,-89.8195,59440
"Bartolomé Masó","Cuba",20.1686,-76.9428,56460
"Bartın","Turkey",41.6344,32.3375,155016
"Barueri","Brazil",-23.5111,-46.8764,262275
"Baruta","Venezuela",10.4335,-66.8754,240755
"Basankusu","Congo (Kinshasa)",1.2222,19.8028,52216
"Basel","Switzerland",47.5606,7.5906,177595
"Basey","Philippines",11.2817,125.0683,55480
"Basildon","United Kingdom",51.5761,0.4886,185900
"Basingstoke","United Kingdom",51.2667,-1.0876,113776
"Basuo","China",19.1020,108.6391,167636
"Basīrhat","India",22.6572,88.8942,125254
"Bat Yam","Israel",32.0231,34.7503,128800
"Bata","Equatorial Guinea",1.8650,9.7700,250770
"Batac","Philippines",18.0554,120.5649,55201
"Batangas","Philippines",13.7500,121.0500,329874
"Batarasa","Philippines",8.6667,117.6167,75468
"Batatais","Brazil",-20.8911,-47.5850,60589
"Bataysk","Russia",47.1333,39.7500,126769
"Bath","United Kingdom",51.3800,-2.3600,88859
"Batman","Turkey",37.8833,41.1333,447106
"Batna","Algeria",35.5500,6.1667,290645
"Bato","Philippines",13.3561,123.3639,52137
"Baton Rouge","United States",30.4418,-91.1310,570308
"Battambang","Cambodia",13.1000,103.2000,130000
"Batticaloa","Sri Lanka",7.7170,81.7000,129222
"Battipaglia","Italy",40.6167,14.9833,51005
"Battle Creek","United States",42.2986,-85.2296,76514
"Batu","Indonesia",-7.8672,112.5239,190184
"Batu Pahat","Malaysia",1.8500,102.9300,140000
"Batumi","Georgia",41.6458,41.6417,154600
"Bauan","Philippines",13.7917,121.0085,91297
"Bauang","Philippines",16.5333,120.3333,75032
"Baubau","Indonesia",-5.4667,122.6330,152143
"Bauchi","Nigeria",10.3158,9.8442,693700
"Bauru","Brazil",-22.3147,-49.0606,366992
"Bawku","Ghana",11.0600,-0.2422,73594
"Bay","Philippines",14.1833,121.2833,62143
"Bay City","United States",43.5903,-83.8886,66107
"Bayamo","Cuba",20.3817,-76.6428,235107
"Bayamón","Puerto Rico",18.3793,-66.1635,161034
"Bayan Hot","China",38.8556,105.7001,94445
"Bayawan","Philippines",9.3667,122.8000,117900
"Baybay","Philippines",10.6833,124.8000,109432
"Bayburt","Turkey",40.2546,40.2260,66633
"Bayeux","Brazil",-7.1333,-34.9333,96140
"Bayombong","Philippines",16.4833,121.1500,61512
"Bayonne","France",43.4900,-1.4800,51228
"Bayonne","United States",40.6661,-74.1141,64897
"Bayreuth","Germany",49.9481,11.5783,74657
"Baytown","United States",29.7586,-94.9669,77192
"Bayugan","Philippines",8.7143,125.7481,103202
"Bazhou","China",31.8576,106.7559,3134000
"Bazhou","China",39.1235,116.3860,622975
"Ba‘qūbah","Iraq",33.7447,44.6436,467900
"Beaufort","United States",32.4597,-80.7235,53051
"Beaumont","United States",30.0849,-94.1451,146091
"Beaumont","United States",33.9076,-116.9766,51063
"Beauvais","France",49.4303,2.0952,56020
"Beaverton","United States",45.4779,-122.8168,99037
"Bebedouro","Brazil",-20.9494,-48.4792,77627
"Beckley","United States",37.7878,-81.1841,57942
"Bedford","United Kingdom",52.1350,-0.4700,106940
"Beersheba","Israel",31.2589,34.7978,209000
"Begusarai","India",25.4200,86.1300,252008
"Behbahān","Iran",30.5958,50.2417,122604
"Beian","China",48.2395,126.5037,470000
"Beichengqu","China",40.4348,113.1565,245608
"Beidao","China",34.6000,105.9200,1225000
"Beihai","China",21.4667,109.1000,1539251
"Beijing","China",39.9050,116.3914,19433000
"Beining","China",41.5933,121.7932,514898
"Beipiao","China",41.8020,120.7621,496164
"Beira","Mozambique",-19.8333,34.8500,439264
"Beirut","Lebanon",33.8869,35.5131,361366
"Bejaïa","Algeria",36.7511,5.0642,176139
"Bekasi","Indonesia",-6.2333,107.0000,2381053
"Bekobod","Uzbekistan",40.2258,69.2292,82082
"Belampalli","India",19.0558,79.4931,55841
"Belas","Angola",-8.9983,13.2650,500000
"Belebey","Russia",54.1000,54.1333,60188
"Beledweyne","Somalia",4.7360,45.2040,62945
"Belfast","United Kingdom",54.5964,-5.9300,333871
"Belfort","France",47.6400,6.8500,114445
"Belgaum","India",15.8667,74.5000,488157
"Belgorod","Russia",50.6000,36.6000,391135
"Belgrade","Serbia",44.8167,20.4667,1378682
"Belize City","Belize",17.4986,-88.1886,57169
"Bella Vista","Argentina",-34.5333,-58.6667,72000
"Belladère","Haiti",18.8500,-71.7833,60239
"Bellary","India",15.1500,76.9150,445388
"Belleville","Canada",44.1667,-77.3833,50716
"Bellevue","United States",41.1535,-95.9357,53544
"Bellevue","United States",47.5951,-122.1535,148164
"Bellflower","United States",33.8880,-118.1271,76435
"Bellingham","United States",48.7543,-122.4687,130641
"Bello","Colombia",6.3319,-75.5581,371591
"Belo Horizonte","Brazil",-19.9281,-43.9419,5159000
"Belo Jardim","Brazil",-8.3358,-36.4239,72432
"Beloeil","Canada",45.5667,-73.2000,50796
"Belogorsk","Russia",50.9167,128.4833,66183
"Beloit","United States",42.5230,-89.0184,63762
"Belorechensk","Russia",44.7667,39.8667,52082
"Beloretsk","Russia",53.9667,58.4000,65477
"Belovo","Russia",54.4167,86.3000,72519
"Belém","Brazil",-1.4558,-48.5039,1499641
"Ben Arous","Tunisia",36.7531,10.2189,88322
"Ben Gardane","Tunisia",33.1389,11.2167,79912
"Ben Guerir","Morocco",32.2300,-7.9500,88626
"Benalmádena","Spain",36.6000,-4.5167,69144
"Bend","United States",44.0562,-121.3087,109802
"Bender","Moldova",46.8333,29.4833,91882
"Bendigo","Australia",-36.7500,144.2667,99122
"Benevento","Italy",41.1256,14.7811,61791
"Benevides","Brazil",-1.3608,-48.2450,63768
"Bengbu","China",32.9354,117.3531,3525000
"Benghazi","Libya",32.1167,20.0667,631555
"Bengkulu","Indonesia",-3.7956,102.2592,360495
"Benguela","Angola",-12.5500,13.4167,151226
"Beni","Congo (Kinshasa)",0.5000,29.4667,332903
"Beni Enzar","Morocco",35.2569,-2.9342,56582
"Benidorm","Spain",38.5342,-0.1314,70450
"Benin City","Nigeria",6.3176,5.6145,1190000
"Benoni","South Africa",-26.1883,28.3206,158777
"Bensalem","United States",40.1086,-74.9431,60428
"Benslimane","Morocco",33.6122,-7.1211,57101
"Bento Gonçalves","Brazil",-29.1708,-51.5189,121803
"Benton Harbor","United States",42.1159,-86.4488,59216
"Bentonville","United States",36.3546,-94.2306,54909
"Benxi","China",41.2920,123.7610,1567000
"Bené Beraq","Israel",32.0807,34.8338,193774
"Beppu","Japan",33.2847,131.4911,115992
"Beppuchō","Japan",42.9304,143.1700,173890
"Berazategui","Argentina",-34.7679,-58.2133,180523
"Berbérati","Central African Republic",4.2667,15.7833,76918
"Berdiansk","Ukraine",46.7598,36.7845,114205
"Berdsk","Russia",54.7500,83.1000,103578
"Berdychiv","Ukraine",49.8919,28.6000,76229
"Berezniki","Russia",59.4167,56.7833,145115
"Bergama","Turkey",39.1228,27.1783,103185
"Bergamo","Italy",45.6950,9.6700,120923
"Bergen","Norway",60.3925,5.3233,257087
"Bergen op Zoom","Netherlands",51.5000,4.3000,66811
"Bergheim","Germany",50.9667,6.6500,61612
"Bergisch Gladbach","Germany",50.9917,7.1367,111966
"Berisso","Argentina",-34.8667,-57.8667,101123
"Berkane","Morocco",34.9167,-2.3167,109237
"Berkeley","United States",37.8723,-122.2760,121363
"Berlin","Germany",52.5167,13.3833,3644826
"Bern","Switzerland",46.9480,7.4474,133798
"Bernal","Argentina",-34.7000,-58.2833,109914
"Berriozábal","Mexico",16.7993,-93.2725,51722
"Bertioga","Brazil",-23.8539,-46.1389,56555
"Bertoua","Cameroon",4.5833,13.6833,173000
"Beruniy","Uzbekistan",41.6833,60.7500,50700
"Berwyn","United States",41.8433,-87.7909,54391
"Berëzovskiy","Russia",56.9000,60.8000,57892
"Besançon","France",47.2400,6.0200,115934
"Bet Shemesh","Israel",31.7514,34.9886,114371
"Bethal","South Africa",-26.4500,29.4500,101919
"Bethesda","United States",38.9866,-77.1188,63195
"Bethlehem","United States",40.6266,-75.3679,75815
"Betim","Brazil",-19.9678,-44.1978,444784
"Bezerros","Brazil",-8.2333,-35.7500,60880
"Bezwāda","India",16.5167,80.6167,1048240
"Bełchatów","Poland",51.3667,19.3667,59025
"Bhadreswar","India",22.8200,88.3500,101477
"Bhairāhawā","Nepal",27.5000,83.4500,63483
"Bhakkar","Pakistan",31.6333,71.0667,88472
"Bhaktapur","Nepal",27.6722,85.4278,81748
"Bhalwal","Pakistan",32.2653,72.9028,82556
"Bharatpur","India",27.2172,77.4900,252342
"Bharatpur","Nepal",27.6833,84.4333,143836
"Bhayandar","India",19.3000,72.8500,814655
"Bhilai","India",21.2167,81.4333,1097000
"Bhisho","South Africa",-32.8494,27.4381,160997
"Bhiwandi","India",19.3000,73.0667,1125898
"Bhiwāni","India",28.7833,76.1333,197662
"Bhopāl","India",23.2500,77.4167,1883381
"Bhubaneshwar","India",20.2644,85.8281,837737
"Bhuj","India",23.2504,69.8100,289429
"Bhusāval","India",21.0200,75.8300,183001
"Bhāgalpur","India",25.2500,87.0167,410210
"Bhātpāra","India",22.8667,88.4167,386019
"Bhāvnagar","India",21.7650,72.1369,554978
"Bhīlwāra","India",25.3500,74.6333,389911
"Bhīmavaram","India",16.5333,81.5333,142184
"Bhīmunipatnam","India",17.8864,83.4471,55082
"Biak","Indonesia",-1.1615,136.0485,103610
"Bianyang","China",25.6163,106.6795,56451
"Biała Podlaska","Poland",52.0333,23.1167,57498
"Białystok","Poland",53.1167,23.1667,297554
"Bida","Nigeria",9.0804,6.0100,173849
"Biel/Bienne","Switzerland",47.1372,7.2472,54456
"Bielefeld","Germany",52.0167,8.5333,333786
"Bielsko-Biała","Poland",49.8225,19.0444,172781
"Bijeljina","Bosnia And Herzegovina",44.7500,19.2167,114663
"Bijiao","China",22.9311,113.2018,270310
"Bijie","China",27.3019,105.2863,6537498
"Bijāpur","India",16.8244,75.7154,327427
"Bila Tserkva","Ukraine",49.7956,30.1167,208944
"Bilbao","Spain",43.2569,-2.9236,350184
"Bilbays","Egypt",30.4167,31.5667,141285
"Bilecik","Turkey",40.1431,29.9792,81723
"Bilhorod-Dnistrovskyi","Ukraine",46.1833,30.3333,57210
"Billings","United States",45.7891,-108.5524,120728
"Bilāspur","India",22.1500,82.0167,331030
"Bima","Indonesia",-8.4667,118.7170,136492
"Bimbo","Central African Republic",4.3313,18.5163,124176
"Binalbagan","Philippines",10.2000,122.8667,67270
"Binalonan","Philippines",16.0500,120.6000,54555
"Binangonan","Philippines",14.4514,121.1919,282474
"Binga","Congo (Kinshasa)",2.3834,20.4200,64639
"Binghamton","United States",42.1014,-75.9093,148145
"Bingöl","Turkey",38.8861,40.5017,160165
"Binjai","Indonesia",3.6000,98.4853,269053
"Binmaley","Philippines",16.0323,120.2690,83052
"Bintulu","Malaysia",3.1700,113.0300,151617
"Binxian","China",35.0364,108.0764,323256
"Binzhou","China",37.3806,118.0125,3779200
"Birgañj","Nepal",27.0000,84.8667,135904
"Birigui","Brazil",-21.2889,-50.3400,118352
"Birkenhead","United Kingdom",53.3930,-3.0140,88818
"Birmingham","United Kingdom",52.4800,-1.9025,2897303
"Birmingham","United States",33.5277,-86.7987,739573
"Birnin Kebbi","Nigeria",12.4504,4.1999,108164
"Birnin Konni","Niger",13.7904,5.2599,65252
"Birobidzhan","Russia",48.7833,132.9333,73623
"Birstall","United Kingdom",52.6736,-1.1200,1424216
"Birāṭnagar","Nepal",26.4833,87.2833,242548
"Bisceglie","Italy",41.2409,16.5021,55385
"Bishkek","Kyrgyzstan",42.8667,74.5667,1027200
"Biskra","Algeria",34.8500,5.7333,204661
"Bislig","Philippines",8.1833,126.3500,94535
"Bismarck","United States",46.8144,-100.7694,98345
"Bissau","Guinea-Bissau",11.8592,-15.5956,395954
"Bistriţa","Romania",47.1333,24.4833,75076
"Bitlis","Turkey",38.4000,42.1167,71501
"Bitola","Macedonia",41.0319,21.3347,74550
"Bitonto","Italy",41.1083,16.6917,55127
"Bitung","Indonesia",1.4472,125.1978,218520
"Biu","Nigeria",10.6204,12.1900,95005
"Biysk","Russia",52.5167,85.1667,203108
"Bizerte","Tunisia",37.2744,9.8739,142966
"Biên Hòa","Vietnam",10.9277,106.8681,1104000
"Biñan","Philippines",14.3333,121.0833,333028
"Blackburn","United Kingdom",53.7480,-2.4820,117963
"Blackpool","United Kingdom",53.8142,-3.0503,139720
"Blacksburg","United States",37.2300,-80.4279,91888
"Blagoevgrad","Bulgaria",42.0119,23.0897,82606
"Blagoveshchensk","Russia",50.2578,127.5364,224419
"Blaine","United States",45.1696,-93.2077,65607
"Blainville","Canada",45.6700,-73.8800,56363
"Blantyre","Malawi",-15.7861,35.0058,1895973
"Blida","Algeria",36.4722,2.8333,331779
"Blitar","Indonesia",-8.1000,112.1500,132018
"Bloemfontein","South Africa",-29.1000,26.2167,256185
"Bloomington","United States",39.1637,-86.5257,115884
"Bloomington","United States",40.4757,-88.9703,133846
"Bloomington","United States",44.8306,-93.3151,84943
"Blue Springs","United States",39.0124,-94.2721,55829
"Blumenau","Brazil",-26.9189,-49.0658,309011
"Bo","Sierra Leone",7.9564,-11.7400,174354
"Boa Viagem","Brazil",-5.1278,-39.7319,52498
"Boa Vista","Brazil",2.8200,-60.6719,326419
"Boac","Philippines",13.4500,121.8333,54730
"Boaco","Nicaragua",12.4722,-85.6586,317000
"Bobbili","India",18.5667,83.4167,56819
"Bobigny","France",48.9106,2.4397,53640
"Bobo-Dioulasso","Burkina Faso",11.1833,-4.2833,360106
"Boca Chica","Dominican Republic",18.4539,-69.6064,142019
"Boca Raton","United States",26.3752,-80.1080,99805
"Boca del Rio","Mexico",19.1056,-96.1078,138058
"Bocaiúva","Brazil",-17.1078,-43.8150,50256
"Bocaue","Philippines",14.8000,120.9333,119675
"Bocholt","Germany",51.8333,6.6167,71099
"Bochum","Germany",51.4833,7.2167,364628
"Bodhan","India",18.6700,77.9000,77573
"Bodø","Norway",67.2833,14.3833,51558
"Bogo","Cameroon",10.7361,14.6108,95230
"Bogo","Philippines",11.0167,124.0000,78120
"Bogor","Indonesia",-6.6000,106.8000,1030720
"Bogotá","Colombia",4.6126,-74.0705,9464000
"Boise","United States",43.6007,-116.2312,389280
"Boituva","Brazil",-23.2833,-47.6722,55725
"Bojnūrd","Iran",37.4667,57.3333,199791
"Bokhtar","Tajikistan",37.8364,68.7803,75450
"Boké","Guinea",10.9400,-14.3000,116270
"Bole","China",44.8980,82.0726,235585
"Bolgatanga","Ghana",10.7856,-0.8514,66685
"Boli","China",45.7564,130.5759,95260
"Bolinao","Philippines",16.3333,119.8833,82084
"Bolingbrook","United States",41.6903,-88.1019,74545
"Bologna","Italy",44.4939,11.3428,389261
"Bolton","United Kingdom",53.5780,-2.4290,128139
"Bolu","Turkey",40.7333,31.6000,205525
"Bolzano","Italy",46.5000,11.3500,107317
"Bom Jesus da Lapa","Brazil",-13.2550,-43.4178,69526
"Boma","Congo (Kinshasa)",-5.8500,13.0500,178638
"Bombo","Uganda",0.5833,32.5333,75000
"Bonao","Dominican Republic",18.9333,-70.4000,158034
"Bondoukou","Côte D’Ivoire",8.0400,-2.8000,58297
"Bondy","France",48.9022,2.4828,53353
"Bongabon","Philippines",15.6321,121.1448,64173
"Bongabong","Philippines",12.7167,121.3667,72073
"Bongao","Philippines",5.0292,119.7731,100527
"Bonita Springs","United States",26.3559,-81.7861,421291
"Bonn","Germany",50.7339,7.0997,327258
"Bontang","Indonesia",0.1333,117.5000,161413
"Bonāb","Iran",37.3403,46.0561,75332
"Bootle","United Kingdom",53.4457,-2.9891,51394
"Bor","Russia",56.3603,44.0592,78063
"Bor","South Sudan",6.2167,31.5500,315351
"Bor","Turkey",37.8833,34.5667,60335
"Bordeaux","France",44.8400,-0.5800,257804
"Bordj Bou Arreridj","Algeria",36.0667,4.7667,168346
"Bordj Menaïel","Algeria",36.7417,3.7231,64820
"Borisoglebsk","Russia",51.3667,42.0833,62669
"Borongan","Philippines",11.6000,125.4333,69297
"Borovichi","Russia",58.4000,33.9167,50144
"Boryeong","Korea, South",36.3333,126.6167,101852
"Boryspil","Ukraine",50.3500,30.9500,62281
"Borås","Sweden",57.7304,12.9200,65008
"Borāzjān","Iran",29.2667,51.2158,110567
"Borūjerd","Iran",33.8972,48.7514,234997
"Bossier City","United States",32.5227,-93.6666,68159
"Boston","United States",42.3188,-71.0846,4688346
"Botolan","Philippines",15.2896,120.0245,57707
"Botou","China",38.0740,116.5700,584308
"Botoşani","Romania",47.7486,26.6694,106847
"Bottrop","Germany",51.5232,6.9253,117383
"Botucatu","Brazil",-22.8858,-48.4450,139483
"Bou Saâda","Algeria",35.2083,4.1739,111787
"Bouaflé","Côte D’Ivoire",6.9903,-5.7442,71792
"Bouaké","Côte D’Ivoire",7.6833,-5.0331,659233
"Boufarik","Algeria",36.5750,2.9097,57162
"Bouira","Algeria",36.3783,3.8925,68545
"Boulder","United States",40.0249,-105.2523,124345
"Boulogne-Billancourt","France",48.8352,2.2409,120071
"Boulogne-sur-Mer","France",50.7264,1.6147,133062
"Bourges","France",47.0844,2.3964,64551
